S_INFO_WINDCODE,S_VAL_MV
688619.SH,269271.2566
600749.SH,269181.1032
300269.SZ,269065.7743
300333.SZ,268800.0000
603585.SH,268743.0905
603843.SH,268655.3230
300195.SZ,268427.5837
003033.SZ,268385.2500
300074.SZ,268165.5545
002112.SZ,268107.8400
688718.SH,268103.0222
001230.SZ,267901.0019
600408.SH,267808.8000
300500.SZ,267747.3234
002370.SZ,267544.4794
002248.SZ,267521.1720
600854.SH,267521.1471
300340.SZ,267464.7850
688557.SH,267425.6000
603790.SH,266947.2000
600836.SH,266912.2757
301042.SZ,266064.0355
300651.SZ,265994.9960
605100.SH,265943.5800
600321.SH,265856.8000
300839.SZ,265588.4330
688314.SH,265570.8533
600573.SH,265000.0000
002134.SZ,264780.2001
300517.SZ,264706.8175
002858.SZ,264535.9156
603280.SH,264512.2675
000565.SZ,264491.2542
301063.SZ,264345.7139
600714.SH,264257.6423
002084.SZ,264249.0175
603721.SH,264030.0000
605001.SH,264019.3920
002875.SZ,263913.0364
605033.SH,263504.8000
300597.SZ,263302.6490
300950.SZ,263100.0000
000548.SZ,263086.7324
002898.SZ,262944.0000
300484.SZ,262856.0340
002513.SZ,262503.2672
600661.SH,262478.7283
002012.SZ,262337.8887
301158.SZ,262246.1694
603578.SH,262058.7675
603177.SH,262031.4500
002817.SZ,262009.9969
300519.SZ,261920.0000
600355.SH,261791.4544
688229.SH,261471.6000
301066.SZ,260867.7859
688511.SH,260800.0000
003042.SZ,260453.4400
300557.SZ,260430.3155
001296.SZ,260415.9508
600833.SH,260341.7669
301006.SZ,260035.7600
001256.SZ,259840.0807
001288.SZ,259680.0000
603488.SH,259579.5012
300153.SZ,259520.0000
603937.SH,259428.9600
301388.SZ,259294.8756
002888.SZ,258977.8181
002853.SZ,258921.3342
001226.SZ,258645.4488
002999.SZ,258608.4480
300720.SZ,258407.2415
002798.SZ,258317.9452
301135.SZ,258064.8620
301118.SZ,258034.7300
600753.SH,257944.0360
300851.SZ,257583.6642
603086.SH,257409.3807
300980.SZ,257399.7640
002811.SZ,257080.7938
301077.SZ,257040.0000
601798.SH,257032.9436
300901.SZ,256800.0000
301237.SZ,256800.0000
301226.SZ,256768.0000
002066.SZ,256641.0000
688288.SH,256579.4034
300141.SZ,256169.5614
688355.SH,256093.2448
002571.SZ,255943.8071
603102.SH,255936.0000
300885.SZ,255816.0000
300588.SZ,255805.2961
002743.SZ,255502.5966
300030.SZ,255388.7222
300371.SZ,255143.5313
603151.SH,255024.0000
688611.SH,254814.5600
300808.SZ,254560.0000
603685.SH,254522.3342
688622.SH,254371.3002
300295.SZ,254369.3438
603928.SH,254016.0000
300807.SZ,253923.7387
002495.SZ,253554.5376
300876.SZ,253536.3697
301279.SZ,253400.0000
300889.SZ,253344.0000
301161.SZ,253320.0000
300670.SZ,253219.4627
688056.SH,252876.1004
301259.SZ,252876.0000
002628.SZ,252871.5386
688026.SH,252373.0696
603321.SH,252354.0000
688656.SH,252170.2537
603988.SH,252134.4000
002377.SZ,251989.4303
600192.SH,251796.3600
300515.SZ,251694.0115
003010.SZ,251631.4524
300562.SZ,251605.3781
603150.SH,251597.0700
300605.SZ,251481.1466
603656.SH,251224.2405
605567.SH,251200.0000
603286.SH,251125.7364
301231.SZ,250668.0000
300810.SZ,250384.0500
688393.SH,250293.5948
002136.SZ,250283.2800
301002.SZ,250053.1260
603798.SH,250038.4088
002072.SZ,250022.4000
300930.SZ,250000.0000
603903.SH,249702.4514
688011.SH,249600.0000
002760.SZ,249453.9109
603080.SH,249040.0000
301065.SZ,248934.9600
603238.SH,248512.6000
301003.SZ,248326.7058
002098.SZ,248094.0000
300892.SZ,248000.0000
605189.SH,247857.8395
002802.SZ,247748.4044
300710.SZ,247730.8470
002775.SZ,247557.8894
002486.SZ,247104.0000
301192.SZ,247052.7000
605255.SH,246841.2800
002492.SZ,246645.0000
301068.SZ,246624.0000
000820.SZ,246613.9009
002871.SZ,246543.7479
603963.SH,246503.4000
600148.SH,246380.1395
300281.SZ,246327.0650
003041.SZ,245952.0000
000695.SZ,245917.3257
301130.SZ,245724.7907
301067.SZ,245618.1360
003027.SZ,245603.6664
300883.SZ,245314.0000
300254.SZ,245242.8414
300935.SZ,245043.6478
001234.SZ,245013.4099
300789.SZ,244987.4493
300956.SZ,244729.5629
605180.SH,244543.0000
603789.SH,244418.9580
605287.SH,244300.0000
600287.SH,243999.4735
600358.SH,243884.4068
600969.SH,243493.2185
002231.SZ,243488.7119
300611.SZ,243369.1060
301197.SZ,243249.7200
603829.SH,243200.0000
300947.SZ,243154.4925
301234.SZ,243100.0000
301107.SZ,242880.6000
600802.SH,242871.6520
300610.SZ,242871.4116
688227.SH,242842.7307
300175.SZ,242462.0000
300649.SZ,242454.8111
301182.SZ,242428.9010
002842.SZ,242263.0281
300949.SZ,242100.0000
603182.SH,242053.0500
300927.SZ,241803.0000
300844.SZ,241753.6000
600097.SH,241659.3687
300689.SZ,241604.0000
688218.SH,241354.0381
603879.SH,241322.9779
600538.SH,241131.2401
603822.SH,241112.0469
603041.SH,241022.3627
603029.SH,240863.8700
300819.SZ,240816.8700
603183.SH,240502.6325
301036.SZ,240300.0000
002748.SZ,240240.0000
301008.SZ,239920.0000
003004.SZ,239882.8442
300270.SZ,239822.3742
603221.SH,239760.0000
002963.SZ,239523.3685
003011.SZ,238619.0240
300022.SZ,238435.3824
300076.SZ,237864.0000
301113.SZ,237720.0000
603079.SH,237610.2737
002767.SZ,237600.0000
603059.SH,237407.9224
688069.SH,237180.1907
688685.SH,237045.4674
300746.SZ,237025.2444
300960.SZ,236920.7690
300897.SZ,236640.0000
002806.SZ,236384.9954
605318.SH,235737.3524
603269.SH,235659.5124
002789.SZ,235604.3067
301055.SZ,235248.0000
605298.SH,235101.5000
301032.SZ,234863.9316
301049.SZ,234690.8017
603838.SH,234571.7280
600712.SH,234201.8048
002105.SZ,234149.7600
002828.SZ,233949.5664
301178.SZ,233816.8560
600356.SH,233309.2062
002893.SZ,233017.2000
688466.SH,232941.1953
300243.SZ,232637.7453
300334.SZ,232590.3241
300658.SZ,232269.3453
301131.SZ,232019.6800
301163.SZ,231907.2000
603716.SH,231607.7219
301359.SZ,231424.6400
301023.SZ,231337.0328
605069.SH,231173.9736
301198.SZ,231023.0000
002826.SZ,230910.7553
000619.SZ,230760.0000
002857.SZ,230400.0000
300621.SZ,230110.7102
301075.SZ,230000.0000
603696.SH,229790.4000
300955.SZ,229622.4000
002114.SZ,229610.6396
603214.SH,229604.6734
603188.SH,229208.3400
603655.SH,229172.0000
688163.SH,229101.7400
301081.SZ,228970.8720
300838.SZ,228935.8955
003001.SZ,228812.8672
301233.SZ,228372.3900
300912.SZ,228203.6480
603159.SH,228200.0000
001209.SZ,227928.8738
603616.SH,227747.0760
300564.SZ,227671.8400
001336.SZ,227457.0050
002357.SZ,227279.5511
301043.SZ,227120.0000
001210.SZ,226942.7901
603329.SH,226545.0903
688669.SH,226408.0012
605155.SH,226046.6650
300675.SZ,226013.3847
300743.SZ,225075.1836
600202.SH,225020.9745
001202.SZ,224756.0000
600281.SH,224279.2829
300753.SZ,224239.3920
600051.SH,223833.6000
002809.SZ,223681.7961
000573.SZ,223398.2114
600615.SH,222804.3020
603161.SH,222778.0000
000608.SZ,222724.2528
301288.SZ,222716.6200
688597.SH,222603.0170
603828.SH,222293.1389
300845.SZ,222281.9282
002718.SZ,222278.2788
300948.SZ,222195.8700
603900.SH,222088.8768
603506.SH,221953.3348
603725.SH,221190.5760
300877.SZ,221160.0000
603332.SH,220890.4749
002696.SZ,220632.7609
301001.SZ,220080.0000
300387.SZ,219972.3907
600193.SH,219917.8410
002715.SZ,219420.0000
300385.SZ,219210.0233
003008.SZ,219200.0000
000985.SZ,219090.7550
600692.SH,218797.2478
002820.SZ,218745.5733
688501.SH,218697.1670
600689.SH,218678.5812
002691.SZ,218620.0000
600082.SH,218387.1492
300126.SZ,218241.5568
605003.SH,218130.0000
002278.SZ,217981.8792
300920.SZ,217800.0000
000590.SZ,217679.3817
002921.SZ,217634.9375
000605.SZ,217237.6976
600250.SH,217105.1214
001259.SZ,216940.0418
301228.SZ,216720.0000
603045.SH,216712.2480
688217.SH,216609.1647
603810.SH,216361.3001
003023.SZ,216266.3048
688329.SH,215774.0000
301053.SZ,215663.0950
001231.SZ,215500.0000
002199.SZ,214959.6065
603657.SH,214738.6088
688109.SH,214608.7406
300462.SZ,214097.7102
300907.SZ,213984.0000
600128.SH,213947.4225
603608.SH,213630.4029
300970.SZ,213496.2546
603955.SH,213351.8400
605178.SH,213093.1852
600232.SH,212995.6297
600099.SH,212984.6400
300865.SZ,212983.6800
002910.SZ,212942.3489
688350.SH,212785.4725
603090.SH,212700.0000
300103.SZ,212475.0690
300152.SZ,212414.4000
603717.SH,212387.0477
000953.SZ,212350.8731
300971.SZ,212184.0000
688517.SH,212023.6616
600593.SH,211489.6000
301010.SZ,211140.0000
301156.SZ,211008.0000
603637.SH,210781.7926
300816.SZ,210480.0000
603268.SH,210217.7784
000638.SZ,209784.9719
600235.SH,209726.1000
300509.SZ,209554.8000
000632.SZ,209483.8065
600791.SH,208777.6800
300117.SZ,208577.1600
603038.SH,208534.7693
603226.SH,207607.1937
300906.SZ,207280.0000
301037.SZ,207123.0775
301209.SZ,206960.0000
300262.SZ,206958.0027
002591.SZ,206837.4445
600857.SH,206822.9653
600149.SH,206426.8800
688395.SH,206228.0000
600793.SH,206093.1623
002209.SZ,205796.0377
300521.SZ,205776.0000
002144.SZ,205221.2950
688171.SH,205161.0566
688090.SH,205112.9905
600889.SH,204787.4196
002861.SZ,204705.6582
301300.SZ,204702.6500
002862.SZ,204360.0000
301057.SZ,204246.3117
300823.SZ,204239.4957
300644.SZ,203958.3568
003003.SZ,203858.3347
688335.SH,203822.8826
600444.SH,203819.3293
000702.SZ,203468.8445
603958.SH,203432.7000
600448.SH,203431.7508
300931.SZ,203403.6620
603536.SH,203297.7513
603139.SH,203255.8000
600319.SH,203159.7172
002780.SZ,203130.2695
688616.SH,202800.0000
000856.SZ,202711.0000
002719.SZ,202698.3279
688129.SH,202042.9476
002205.SZ,201639.9024
301079.SZ,201525.7304
600243.SH,201432.1500
301273.SZ,201313.4355
002620.SZ,201204.3020
688655.SH,201018.7300
300703.SZ,200595.7261
603320.SH,199972.7348
300640.SZ,199969.5533
000679.SZ,199584.0000
600234.SH,198990.8975
600421.SH,198925.2000
600107.SH,198360.0000
603022.SH,198200.0000
300992.SZ,197944.2485
688659.SH,197920.0000
600697.SH,197428.3011
000890.SZ,197166.8650
002494.SZ,196956.1948
000622.SZ,196879.6380
600778.SH,195616.5691
002899.SZ,195360.0000
603499.SH,195319.9932
600678.SH,195085.4100
002247.SZ,194849.2412
603729.SH,194796.4060
300984.SZ,194611.9349
301125.SZ,194611.2000
600883.SH,194300.4240
002848.SZ,193894.0000
600156.SH,193817.3584
605303.SH,193807.3644
300594.SZ,193677.6646
002188.SZ,193660.5367
002830.SZ,193476.3400
002207.SZ,192872.7582
002836.SZ,192844.8000
300923.SZ,192805.8000
300961.SZ,192703.3600
301024.SZ,192217.4550
301040.SZ,192200.7803
002295.SZ,191971.8560
300716.SZ,191863.9800
603860.SH,191838.3600
600302.SH,191689.4314
300749.SZ,191423.9460
301167.SZ,191296.0000
300106.SZ,191255.7406
688193.SH,190840.0000
300449.SZ,190289.1776
003017.SZ,190260.0000
300995.SZ,190117.4400
002890.SZ,189737.4864
301105.SZ,188650.0000
000609.SZ,188238.0133
301098.SZ,186436.8000
301027.SZ,186402.2898
002883.SZ,185983.1847
688528.SH,185808.0000
688379.SH,185659.8118
688092.SH,185486.4306
300626.SZ,185400.0000
603580.SH,185033.2512
688296.SH,184501.4489
300013.SZ,184035.0914
002629.SZ,183392.1600
300329.SZ,183091.4767
000929.SZ,182979.5100
600137.SH,182866.2830
603356.SH,182809.1400
300886.SZ,182808.8600
603272.SH,182798.0280
688004.SH,182612.0000
300163.SZ,182490.0000
688013.SH,182032.0108
300535.SZ,181587.9253
300836.SZ,181403.8912
300736.SZ,181311.8702
300635.SZ,181035.6160
301336.SZ,180880.0000
603021.SH,180770.6596
603316.SH,180492.3120
600847.SH,180419.2698
600493.SH,180064.0000
002193.SZ,180060.2984
300899.SZ,179933.1576
300717.SZ,179856.2500
300069.SZ,179595.0000
688607.SH,179430.6990
300854.SZ,179327.1090
600561.SH,177798.0000
300849.SZ,177600.0000
002778.SZ,177523.9459
300405.SZ,176879.8014
001211.SZ,176400.0000
688021.SH,176206.5715
603813.SH,175165.0250
688679.SH,174752.1987
000668.SZ,174154.4815
002058.SZ,173859.3784
688081.SH,173416.3200
600083.SH,172960.0000
603709.SH,170592.0000
300665.SZ,169220.2334
002652.SZ,166932.8640
688038.SH,166181.2152
688067.SH,164764.0000
600539.SH,164450.0000
300417.SZ,164012.1120
300321.SZ,163836.0000
002633.SZ,162750.0000
000691.SZ,161311.7300
603389.SH,161066.9760
688681.SH,160668.4500
300929.SZ,159748.7438
605081.SH,158432.6537
688178.SH,158201.0724
688367.SH,155737.7323
600455.SH,152272.6040
300478.SZ,151374.2350
002856.SZ,148438.1504
688096.SH,147716.4393
600768.SH,146854.4256
688215.SH,145185.0400
688565.SH,134663.2182
688701.SH,127429.2260
