category,count
6127000000,463
6103000000,425
6115000000,397
6108000000,342
6130000000,266
6126000000,240
6129000000,212
6116000000,194
6131000000,159
6114000000,155
6125000000,149
6105000000,136
6117000000,124
6112000000,117
6118000000,108
6132000000,102
6113000000,90
6128000000,88
6120000000,87
6101000000,87
6134000000,79
6111000000,71
6124000000,71
6102000000,62
6133000000,41
6104000000,35
6123000000,35
6121000000,34
