S_CON_WINDCODE
688053.SH
688053.SH
688053.SH
688053.SH
688053.SH
688053.SH
688053.SH
688053.SH
688625.SH
688345.SH
688161.SH
688681.SH
688131.SH
688690.SH
688597.SH
688367.SH
688067.SH
688269.SH
688700.SH
688276.SH
688425.SH
688319.SH
688353.SH
688353.SH
688353.SH
688353.SH
688353.SH
688353.SH
688353.SH
688353.SH
688311.SH
688116.SH
688187.SH
688303.SH
688567.SH
688772.SH
688779.SH
688332.SH
688332.SH
688332.SH
688332.SH
688332.SH
688332.SH
688569.SH
688365.SH
688579.SH
688566.SH
688258.SH
688230.SH
688197.SH
688225.SH
688121.SH
688327.SH
688211.SH
688588.SH
688246.SH
688170.SH
688787.SH
688222.SH
688177.SH
688025.SH
688336.SH
688183.SH
688519.SH
688378.SH
688313.SH
688095.SH
688332.SH
688121.SH
688378.SH
688170.SH
688211.SH
688025.SH
688569.SH
688588.SH
688246.SH
688787.SH
688183.SH
688579.SH
688365.SH
688095.SH
688230.SH
688225.SH
688327.SH
688258.SH
688519.SH
688313.SH
688209.SH
688230.SH
688197.SH
688225.SH
688121.SH
688211.SH
688569.SH
688365.SH
688246.SH
688183.SH
688313.SH
688095.SH
688170.SH
688258.SH
688519.SH
688222.SH
688177.SH
688566.SH
688025.SH
688336.SH
688378.SH
688588.SH
688579.SH
688327.SH
688787.SH
688222.SH
688177.SH
688197.SH
688336.SH
688566.SH
688170.SH
688569.SH
688211.SH
688121.SH
688378.SH
688025.SH
688222.SH
688177.SH
688566.SH
688336.SH
688197.SH
688588.SH
688258.SH
688579.SH
688365.SH
688246.SH
688787.SH
688230.SH
688225.SH
688327.SH
688519.SH
688183.SH
688095.SH
688332.SH
688313.SH
688348.SH
688622.SH
688063.SH
688032.SH
688603.SH
688711.SH
688375.SH
688231.SH
688231.SH
688375.SH
688375.SH
688231.SH
688375.SH
688231.SH
688375.SH
688231.SH
688375.SH
688231.SH
688375.SH
688375.SH
688231.SH
688120.SH
688349.SH
688297.SH
688348.SH
688047.SH
688119.SH
688231.SH
688375.SH
688382.SH
688382.SH
688382.SH
688382.SH
688382.SH
688382.SH
688382.SH
688561.SH
688599.SH
688981.SH
688223.SH
688032.SH
688253.SH
688253.SH
688253.SH
688253.SH
688253.SH
688253.SH
688253.SH
688253.SH
688130.SH
688130.SH
688130.SH
688130.SH
688130.SH
688130.SH
688130.SH
688130.SH
688567.SH
688192.SH
688371.SH
688371.SH
688371.SH
688371.SH
688371.SH
688371.SH
688371.SH
688371.SH
688008.SH
688036.SH
688012.SH
688793.SH
688009.SH
688380.SH
688373.SH
688373.SH
688380.SH
688380.SH
688373.SH
688373.SH
688380.SH
688373.SH
688380.SH
688380.SH
688373.SH
688322.SH
688327.SH
688499.SH
688408.SH
688525.SH
688380.SH
688373.SH
688663.SH
688330.SH
688100.SH
688283.SH
688261.SH
688267.SH
688225.SH
688167.SH
688456.SH
688205.SH
688205.SH
688205.SH
688205.SH
688205.SH
688205.SH
688205.SH
688205.SH
688776.SH
688182.SH
688668.SH
688311.SH
688100.SH
688027.SH
688273.SH
688273.SH
688273.SH
688273.SH
688273.SH
688273.SH
688273.SH
688273.SH
688455.SH
688568.SH
688041.SH
688041.SH
688041.SH
688041.SH
688041.SH
688297.SH
688047.SH
688120.SH
688349.SH
688348.SH
688119.SH
688041.SH
688349.SH
688297.SH
688348.SH
688120.SH
688047.SH
688349.SH
688120.SH
688348.SH
688047.SH
688119.SH
688297.SH
688119.SH
688119.SH
688349.SH
688297.SH
688348.SH
688047.SH
688120.SH
688041.SH
688111.SH
688111.SH
688126.SH
688396.SH
688208.SH
688023.SH
688363.SH
688009.SH
688200.SH
688396.SH
688009.SH
688128.SH
688009.SH
688128.SH
688169.SH
688085.SH
688139.SH
688198.SH
688298.SH
688366.SH
688399.SH
688166.SH
688202.SH
688266.SH
688023.SH
688111.SH
688158.SH
688258.SH
688318.SH
688299.SH
688037.SH
688126.SH
688233.SH
688396.SH
688199.SH
688299.SH
688089.SH
688169.SH
688111.SH
688318.SH
688258.SH
688278.SH
688085.SH
688139.SH
688198.SH
688298.SH
688366.SH
688399.SH
688111.SH
688126.SH
688363.SH
688396.SH
688126.SH
688111.SH
688126.SH
688200.SH
688396.SH
688208.SH
688111.SH
688363.SH
688111.SH
688126.SH
688169.SH
688208.SH
688363.SH
688396.SH
688036.SH
688008.SH
688169.SH
688396.SH
688018.SH
688023.SH
688039.SH
688088.SH
688111.SH
688208.SH
688222.SH
688321.SH
688023.SH
688333.SH
688085.SH
688166.SH
688198.SH
688202.SH
688266.SH
688278.SH
688298.SH
688389.SH
688399.SH
688023.SH
688037.SH
688158.SH
688318.SH
688368.SH
688208.SH
688111.SH
688126.SH
688363.SH
688396.SH
688208.SH
688009.SH
688111.SH
688169.SH
688126.SH
688111.SH
688005.SH
688310.SH
688085.SH
688118.SH
688123.SH
688126.SH
688158.SH
688202.SH
688021.SH
688023.SH
688026.SH
688037.SH
688039.SH
688051.SH
688058.SH
688078.SH
688080.SH
688081.SH
688085.SH
688089.SH
688090.SH
688096.SH
688100.SH
688101.SH
688111.SH
688118.SH
688123.SH
688126.SH
688128.SH
688138.SH
688158.SH
688159.SH
688166.SH
688169.SH
688177.SH
688178.SH
688181.SH
688186.SH
688189.SH
688196.SH
688198.SH
688199.SH
688200.SH
688202.SH
688208.SH
688218.SH
688222.SH
688228.SH
688233.SH
688258.SH
688266.SH
688268.SH
688278.SH
688288.SH
688298.SH
688299.SH
688300.SH
688310.SH
688318.SH
688357.SH
688358.SH
688363.SH
688365.SH
688389.SH
688396.SH
688398.SH
688399.SH
688186.SH
688199.SH
688300.SH
688357.SH
688398.SH
688009.SH
688015.SH
688021.SH
688081.SH
688090.SH
688096.SH
688101.SH
688128.SH
688178.SH
688218.SH
688169.SH
688288.SH
688089.SH
688085.SH
688166.SH
688177.SH
688189.SH
688198.SH
688202.SH
688222.SH
688266.SH
688278.SH
688298.SH
688358.SH
688389.SH
688399.SH
688023.SH
688037.SH
688039.SH
688051.SH
688058.SH
688078.SH
688111.SH
688118.SH
688123.SH
688126.SH
688138.SH
688158.SH
688181.SH
688200.SH
688228.SH
688233.SH
688258.SH
688299.SH
688318.SH
688365.SH
688396.SH
688080.SH
688159.SH
688662.SH
688075.SH
688187.SH
688102.SH
688203.SH
688203.SH
688203.SH
688203.SH
688203.SH
688203.SH
688203.SH
688203.SH
688203.SH
688401.SH
688401.SH
688401.SH
688401.SH
688401.SH
688401.SH
688401.SH
688401.SH
688207.SH
688403.SH
688292.SH
688403.SH
688292.SH
688292.SH
688403.SH
688292.SH
688403.SH
688403.SH
688292.SH
688292.SH
688403.SH
688292.SH
688403.SH
688403.SH
688292.SH
688607.SH
688628.SH
688375.SH
688400.SH
688382.SH
688353.SH
688231.SH
688053.SH
688332.SH
688739.SH
688271.SH
688271.SH
688271.SH
688271.SH
688271.SH
688271.SH
688271.SH
688271.SH
688381.SH
688381.SH
688381.SH
688381.SH
688381.SH
688381.SH
688381.SH
688381.SH
688370.SH
688247.SH
688247.SH
688370.SH
688247.SH
688370.SH
688247.SH
688370.SH
688370.SH
688247.SH
688370.SH
688247.SH
688247.SH
688370.SH
688247.SH
688247.SH
688370.SH
688235.SH
688439.SH
688439.SH
688439.SH
688439.SH
688439.SH
688439.SH
688439.SH
688439.SH
688439.SH
688416.SH
688416.SH
688416.SH
688416.SH
688416.SH
688416.SH
688416.SH
688123.SH
688150.SH
688023.SH
688106.SH
688351.SH
688351.SH
688351.SH
688351.SH
688351.SH
688351.SH
688351.SH
688223.SH
688265.SH
688236.SH
688167.SH
688230.SH
688227.SH
688112.SH
688246.SH
688110.SH
688210.SH
688032.SH
688293.SH
688293.SH
688293.SH
688293.SH
688293.SH
688293.SH
688293.SH
688293.SH
688175.SH
688223.SH
688359.SH
688766.SH
688102.SH
688114.SH
688114.SH
688114.SH
688618.SH
688208.SH
688029.SH
688120.SH
688636.SH
688082.SH
688036.SH
688012.SH
688578.SH
688366.SH
688169.SH
688188.SH
688169.SH
688012.SH
688139.SH
688083.SH
688266.SH
688128.SH
688198.SH
688033.SH
