日期,当天收益率,日内收益率,隔夜收益率
20230922,0.02108396055394105010622473674,0.021244616196030826147183770,-0.000144704940518449559145587538
20230925,-0.008569372171406662996587195666,-0.00812635184932890918718336456,-0.000435644856512199566173290018
