Stock
002333.SZ
601022.SH
003020.SZ
003007.SZ
002343.SZ
003033.SZ
002605.SZ
000573.SZ
002305.SZ
002996.SZ
002543.SZ
002591.SZ
002932.SZ
002197.SZ
002214.SZ
002319.SZ
000014.SZ
002248.SZ
000544.SZ
002519.SZ
000850.SZ
002957.SZ
002765.SZ
002950.SZ
000607.SZ
002232.SZ
000609.SZ
002347.SZ
002856.SZ
000897.SZ
002378.SZ
000798.SZ
002666.SZ
002387.SZ
002233.SZ
002003.SZ
002006.SZ
002186.SZ
002863.SZ
000592.SZ
002105.SZ
002522.SZ
002337.SZ
002536.SZ
002943.SZ
000520.SZ
000554.SZ
002043.SZ
002779.SZ
002830.SZ
002869.SZ
000034.SZ
000819.SZ
002039.SZ
002545.SZ
002969.SZ
002284.SZ
002898.SZ
002560.SZ
000668.SZ
002051.SZ
000789.SZ
002858.SZ
002786.SZ
002813.SZ
000488.SZ
002442.SZ
002100.SZ
000716.SZ
002613.SZ
000797.SZ
002610.SZ
000420.SZ
002828.SZ
002930.SZ
000838.SZ
002655.SZ
002883.SZ
001318.SZ
000681.SZ
002838.SZ
002218.SZ
002868.SZ
000652.SZ
002556.SZ
003012.SZ
002827.SZ
000599.SZ
002355.SZ
000548.SZ
002348.SZ
002960.SZ
002264.SZ
002730.SZ
000090.SZ
002961.SZ
002609.SZ
002674.SZ
000008.SZ
002146.SZ
000504.SZ
000088.SZ
002144.SZ
002968.SZ
002878.SZ
002576.SZ
002354.SZ
002685.SZ
000632.SZ
001230.SZ
000919.SZ
001268.SZ
000885.SZ
002880.SZ
002227.SZ
000428.SZ
002243.SZ
002552.SZ
002224.SZ
002272.SZ
002663.SZ
002855.SZ
001231.SZ
002364.SZ
002533.SZ
002125.SZ
002341.SZ
002905.SZ
000856.SZ
002521.SZ
000518.SZ
000639.SZ
002997.SZ
000036.SZ
002419.SZ
002703.SZ
000726.SZ
000753.SZ
002169.SZ
002719.SZ
002544.SZ
000691.SZ
002725.SZ
002435.SZ
001217.SZ
000576.SZ
002377.SZ
002980.SZ
002278.SZ
002852.SZ
000603.SZ
002526.SZ
002274.SZ
000010.SZ
000788.SZ
000880.SZ
000551.SZ
003000.SZ
002253.SZ
000413.SZ
000828.SZ
002629.SZ
003011.SZ
002020.SZ
002847.SZ
000078.SZ
000758.SZ
002802.SZ
002671.SZ
002330.SZ
002896.SZ
002662.SZ
000572.SZ
002117.SZ
002306.SZ
002374.SZ
002132.SZ
000509.SZ
002877.SZ
002031.SZ
002101.SZ
002900.SZ
002063.SZ
002178.SZ
002778.SZ
002300.SZ
002207.SZ
002881.SZ
002581.SZ
002381.SZ
002161.SZ
002425.SZ
003032.SZ
002479.SZ
002158.SZ
000506.SZ
002471.SZ
002481.SZ
002130.SZ
001255.SZ
000718.SZ
002708.SZ
000055.SZ
001211.SZ
002529.SZ
000833.SZ
002418.SZ
603281.SH
002395.SZ
001300.SZ
000700.SZ
002401.SZ
002782.SZ
002809.SZ
001336.SZ
002798.SZ
002979.SZ
001259.SZ
002903.SZ
002215.SZ
002077.SZ
000521.SZ
002457.SZ
000906.SZ
002973.SZ
002035.SZ
002861.SZ
000968.SZ
002829.SZ
002578.SZ
002724.SZ
002976.SZ
000978.SZ
003003.SZ
000905.SZ
000756.SZ
002280.SZ
003043.SZ
002999.SZ
000429.SZ
002166.SZ
002559.SZ
001216.SZ
002379.SZ
000955.SZ
003019.SZ
002346.SZ
002650.SZ
002491.SZ
000016.SZ
001234.SZ
001298.SZ
000989.SZ
000037.SZ
002902.SZ
000626.SZ
002940.SZ
002483.SZ
002584.SZ
002083.SZ
002420.SZ
000561.SZ
000886.SZ
000727.SZ
002349.SZ
002009.SZ
002534.SZ
000631.SZ
000982.SZ
000159.SZ
000670.SZ
002023.SZ
002026.SZ
000011.SZ
000931.SZ
000793.SZ
001222.SZ
002665.SZ
002325.SZ
002486.SZ
002713.SZ
002726.SZ
001205.SZ
002363.SZ
002513.SZ
002915.SZ
002554.SZ
003023.SZ
002213.SZ
002886.SZ
002636.SZ
002515.SZ
000526.SZ
002796.SZ
001309.SZ
003042.SZ
002394.SZ
002148.SZ
000851.SZ
002537.SZ
002651.SZ
002362.SZ
002630.SZ
002432.SZ
002046.SZ
002574.SZ
002661.SZ
002175.SZ
000679.SZ
002652.SZ
002393.SZ
001238.SZ
002801.SZ
003029.SZ
002659.SZ
002488.SZ
002723.SZ
002823.SZ
002391.SZ
002811.SZ
000715.SZ
002845.SZ
002398.SZ
002336.SZ
000790.SZ
003017.SZ
000917.SZ
002055.SZ
002793.SZ
001269.SZ
000586.SZ
000859.SZ
002882.SZ
002895.SZ
002767.SZ
002688.SZ
000543.SZ
002928.SZ
002426.SZ
002897.SZ
000153.SZ
002261.SZ
001207.SZ
002871.SZ
002633.SZ
002528.SZ
002923.SZ
001219.SZ
002042.SZ
002265.SZ
002163.SZ
002308.SZ
002375.SZ
000962.SZ
000590.SZ
002073.SZ
002119.SZ
003025.SZ
002167.SZ
002431.SZ
002287.SZ
002590.SZ
002956.SZ
000635.SZ
002096.SZ
002188.SZ
002583.SZ
002621.SZ
002788.SZ
000803.SZ
002173.SZ
002449.SZ
002302.SZ
000601.SZ
002090.SZ
000953.SZ
002351.SZ
002575.SZ
002270.SZ
002550.SZ
001229.SZ
002171.SZ
002307.SZ
002112.SZ
002910.SZ
002228.SZ
002933.SZ
002907.SZ
002780.SZ
003005.SZ
000985.SZ
000417.SZ
002067.SZ
002328.SZ
002053.SZ
002204.SZ
001206.SZ
000566.SZ
000505.SZ
002743.SZ
002885.SZ
000731.SZ
002141.SZ
002139.SZ
002365.SZ
002438.SZ
000059.SZ
000589.SZ
002255.SZ
002329.SZ
002615.SZ
000901.SZ
002296.SZ
000638.SZ
002446.SZ
002189.SZ
002645.SZ
001228.SZ
002735.SZ
002571.SZ
000545.SZ
003008.SZ
002963.SZ
002283.SZ
002623.SZ
002339.SZ
000070.SZ
002562.SZ
000605.SZ
002269.SZ
002254.SZ
000524.SZ
000552.SZ
002194.SZ
002045.SZ
000550.SZ
002689.SZ
000049.SZ
002478.SZ
002567.SZ
000820.SZ
000612.SZ
002686.SZ
002789.SZ
003018.SZ
000503.SZ
002715.SZ
002496.SZ
001208.SZ
002922.SZ
000678.SZ
000665.SZ
002669.SZ
002695.SZ
002338.SZ
002911.SZ
002566.SZ
000058.SZ
002137.SZ
002606.SZ
002140.SZ
000610.SZ
002649.SZ
002647.SZ
002772.SZ
002577.SZ
002842.SZ
002187.SZ
002126.SZ
