,symbol,date,time,recv_time,prev_close,open,last_prc,volume,high_limited,low_limited,ask_prc1,bid_prc1,ask_vol1,bid_vol1,fill,index_Resource,Time,t_volume,outlier,middle,acc_weight_price,stop
12,000016.SH,20231201.0,92533000,92533588.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92533000.0,0,0,0,0.0,0
13,000016.SH,20231201.0,92534000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92534000.0,0,0,0,0.0,0
14,000016.SH,20231201.0,92536000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
15,000016.SH,20231201.0,92539000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
16,000016.SH,20231201.0,92542000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
17,000016.SH,20231201.0,92545000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
18,000016.SH,20231201.0,92548000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
19,000016.SH,20231201.0,92551000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
20,000016.SH,20231201.0,92554000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
21,000016.SH,20231201.0,92557000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
22,000016.SH,20231201.0,92600000,92534231.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,92534000.0,0,0,0,0.0,0
23,000016.SH,20231201.0,92603000,92603180.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92603000.0,0,0,0,0.0,0
24,000016.SH,20231201.0,92604000,92604235.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92604000.0,0,0,0,0.0,0
25,000016.SH,20231201.0,92606000,92606171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92606000.0,0,0,0,0.0,0
26,000016.SH,20231201.0,92609000,92609171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92609000.0,0,0,0,0.0,0
27,000016.SH,20231201.0,92612000,92612168.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92612000.0,0,0,0,0.0,0
28,000016.SH,20231201.0,92615000,92615170.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92615000.0,0,0,0,0.0,0
29,000016.SH,20231201.0,92618000,92618177.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92618000.0,0,0,0,0.0,0
30,000016.SH,20231201.0,92621000,92621172.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92621000.0,0,0,0,0.0,0
31,000016.SH,20231201.0,92624000,92624172.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92624000.0,0,0,0,0.0,0
32,000016.SH,20231201.0,92627000,92627171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92627000.0,0,0,0,0.0,0
33,000016.SH,20231201.0,92630000,92630169.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92630000.0,0,0,0,0.0,0
34,000016.SH,20231201.0,92633000,92633175.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92633000.0,0,0,0,0.0,0
35,000016.SH,20231201.0,92634000,92634237.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92634000.0,0,0,0,0.0,0
36,000016.SH,20231201.0,92636000,92636171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92636000.0,0,0,0,0.0,0
37,000016.SH,20231201.0,92639000,92639183.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92639000.0,0,0,0,0.0,0
38,000016.SH,20231201.0,92642000,92642180.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92642000.0,0,0,0,0.0,0
39,000016.SH,20231201.0,92645000,92645175.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92645000.0,0,0,0,0.0,0
40,000016.SH,20231201.0,92648000,92648183.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92648000.0,0,0,0,0.0,0
41,000016.SH,20231201.0,92651000,92651179.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92651000.0,0,0,0,0.0,0
