,symbol,date,time,recv_time,prev_close,open,last_prc,volume,high_limited,low_limited,ask_prc1,bid_prc1,ask_vol1,bid_vol1,fill,index_Resource,Time,t_volume,outlier,middle,acc_weight_price,stop
1403,000016.SH,20231201.0,102845000,102845188.0,2365.9962,2362.6263,2345.2939,910887600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102845000.0,210300,0,2345.2939,2351.29,0
1404,000016.SH,20231201.0,102848000,102848187.0,2365.9962,2362.6263,2345.4517,911197500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102848000.0,309900,0,2345.4517,2351.29,0
1405,000016.SH,20231201.0,102851000,102851190.0,2365.9962,2362.6263,2345.6847,911558700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102851000.0,361200,0,2345.6847,2351.29,0
1406,000016.SH,20231201.0,102854000,102854187.0,2365.9962,2362.6263,2345.8165,912807300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102854000.0,1248600,0,2345.8165,2351.28,0
1407,000016.SH,20231201.0,102857000,102857181.0,2365.9962,2362.6263,2345.9213,913092900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102857000.0,285600,0,2345.9213,2351.28,0
1408,000016.SH,20231201.0,102900000,102900176.0,2365.9962,2362.6263,2345.9903,913271400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102900000.0,178500,0,2345.9903,2351.28,0
1409,000016.SH,20231201.0,102903000,102903180.0,2365.9962,2362.6263,2345.4231,913618100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102903000.0,346700,0,2345.4231,2351.28,0
1410,000016.SH,20231201.0,102904000,102904246.0,2365.9962,2362.6263,2345.4231,913618100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102904000.0,0,0,2345.4231,2351.28,0
1411,000016.SH,20231201.0,102906000,102906178.0,2365.9962,2362.6263,2345.3335,913900500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102906000.0,282400,0,2345.3335,2351.28,0
1412,000016.SH,20231201.0,102909000,102909182.0,2365.9962,2362.6263,2345.7498,914353100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102909000.0,452600,0,2345.7498,2351.27,0
1413,000016.SH,20231201.0,102912000,102912176.0,2365.9962,2362.6263,2345.779,914794700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102912000.0,441600,0,2345.779,2351.27,0
1414,000016.SH,20231201.0,102915000,102915179.0,2365.9962,2362.6263,2345.9053,915060800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102915000.0,266100,0,2345.9053,2351.27,0
1415,000016.SH,20231201.0,102918000,102918179.0,2365.9962,2362.6263,2345.6975,915401600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102918000.0,340800,0,2345.6975,2351.27,0
1416,000016.SH,20231201.0,102921000,102921183.0,2365.9962,2362.6263,2346.2263,915670800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102921000.0,269200,0,2346.2263,2351.26,0
1417,000016.SH,20231201.0,102924000,102924208.0,2365.9962,2362.6263,2345.9096,916218900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102924000.0,548100,0,2345.9096,2351.26,0
1418,000016.SH,20231201.0,102927000,102927190.0,2365.9962,2362.6263,2345.8861,916639100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102927000.0,420200,0,2345.8861,2351.26,0
1419,000016.SH,20231201.0,102930000,102930191.0,2365.9962,2362.6263,2345.4272,916819500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102930000.0,180400,0,2345.4272,2351.26,0
1420,000016.SH,20231201.0,102933000,102933210.0,2365.9962,2362.6263,2346.0227,917326100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102933000.0,506600,0,2346.0227,2351.26,0
1421,000016.SH,20231201.0,102934000,102934250.0,2365.9962,2362.6263,2346.0227,917326100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102934000.0,0,0,2346.0227,2351.26,0
1422,000016.SH,20231201.0,102936000,102936193.0,2365.9962,2362.6263,2345.9982,917512500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102936000.0,186400,0,2345.9982,2351.25,0
1423,000016.SH,20231201.0,102939000,102939207.0,2365.9962,2362.6263,2346.0881,917908200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102939000.0,395700,0,2346.0881,2351.25,0
1424,000016.SH,20231201.0,102942000,102942219.0,2365.9962,2362.6263,2346.2846,918164200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102942000.0,256000,0,2346.2846,2351.25,0
1425,000016.SH,20231201.0,102945000,102945219.0,2365.9962,2362.6263,2346.1105,918466700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102945000.0,302500,0,2346.1105,2351.25,0
1426,000016.SH,20231201.0,102948000,102948220.0,2365.9962,2362.6263,2345.9884,918766600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102948000.0,299900,0,2345.9884,2351.25,0
1427,000016.SH,20231201.0,102951000,102951210.0,2365.9962,2362.6263,2345.8596,919672600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102951000.0,906000,0,2345.8596,2351.24,0
1428,000016.SH,20231201.0,102954000,102954209.0,2365.9962,2362.6263,2345.687,922266000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102954000.0,2593400,0,2345.687,2351.23,0
1429,000016.SH,20231201.0,102957000,102957207.0,2365.9962,2362.6263,2345.7437,922623300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,102957000.0,357300,0,2345.7437,2351.22,0
1430,000016.SH,20231201.0,103000000,103000220.0,2365.9962,2362.6263,2345.866,924200900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103000000.0,1577600,0,2345.866,2351.21,0
1431,000016.SH,20231201.0,103003000,103003208.0,2365.9962,2362.6263,2345.6506,924498800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103003000.0,297900,0,2345.6506,2351.21,0
1432,000016.SH,20231201.0,103004000,103004239.0,2365.9962,2362.6263,2345.6506,924498800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103004000.0,0,0,2345.6506,2351.21,0
1433,000016.SH,20231201.0,103006000,103006220.0,2365.9962,2362.6263,2345.8814,925472300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103006000.0,973500,0,2345.8814,2351.21,0
1434,000016.SH,20231201.0,103009000,103009220.0,2365.9962,2362.6263,2345.9917,927787700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103009000.0,2315400,0,2345.9917,2351.19,0
1435,000016.SH,20231201.0,103012000,103012207.0,2365.9962,2362.6263,2346.1433,928085800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103012000.0,298100,0,2346.1433,2351.19,0
1436,000016.SH,20231201.0,103015000,103015221.0,2365.9962,2362.6263,2346.4095,928432200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103015000.0,346400,0,2346.4095,2351.19,0
1437,000016.SH,20231201.0,103018000,103018211.0,2365.9962,2362.6263,2346.4083,929130100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103018000.0,697900,0,2346.4083,2351.19,0
1438,000016.SH,20231201.0,103021000,103021221.0,2365.9962,2362.6263,2346.5996,929379400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103021000.0,249300,0,2346.5996,2351.19,0
1439,000016.SH,20231201.0,103024000,103024221.0,2365.9962,2362.6263,2346.504,929908100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103024000.0,528700,0,2346.504,2351.18,0
1440,000016.SH,20231201.0,103027000,103027221.0,2365.9962,2362.6263,2346.7551,930571300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103027000.0,663200,0,2346.7551,2351.18,0
1441,000016.SH,20231201.0,103030000,103030215.0,2365.9962,2362.6263,2346.4689,931024300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103030000.0,453000,0,2346.4689,2351.18,0
1442,000016.SH,20231201.0,103033000,103033209.0,2365.9962,2362.6263,2346.2868,931939700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103033000.0,915400,0,2346.2868,2351.17,0
1443,000016.SH,20231201.0,103034000,103034254.0,2365.9962,2362.6263,2346.2868,931939700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103034000.0,0,0,2346.2868,2351.17,0
1444,000016.SH,20231201.0,103036000,103036213.0,2365.9962,2362.6263,2346.5928,932220200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103036000.0,280500,0,2346.5928,2351.17,0
1445,000016.SH,20231201.0,103039000,103039213.0,2365.9962,2362.6263,2346.8983,932670600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103039000.0,450400,0,2346.8983,2351.17,0
1446,000016.SH,20231201.0,103042000,103042222.0,2365.9962,2362.6263,2346.6483,932978100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103042000.0,307500,0,2346.6483,2351.17,0
1447,000016.SH,20231201.0,103045000,103045209.0,2365.9962,2362.6263,2346.6003,933248500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103045000.0,270400,0,2346.6003,2351.17,0
1448,000016.SH,20231201.0,103048000,103048217.0,2365.9962,2362.6263,2346.6532,933476300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103048000.0,227800,0,2346.6532,2351.17,0
1449,000016.SH,20231201.0,103051000,103051222.0,2365.9962,2362.6263,2346.7403,933754000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103051000.0,277700,0,2346.7403,2351.16,0
1450,000016.SH,20231201.0,103054000,103054209.0,2365.9962,2362.6263,2346.5344,934094200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103054000.0,340200,0,2346.5344,2351.16,0
1451,000016.SH,20231201.0,103057000,103057218.0,2365.9962,2362.6263,2346.8366,934446200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103057000.0,352000,0,2346.8366,2351.16,0
1452,000016.SH,20231201.0,103100000,103100216.0,2365.9962,2362.6263,2346.5956,934648400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103100000.0,202200,0,2346.5956,2351.16,0
1453,000016.SH,20231201.0,103103000,103103220.0,2365.9962,2362.6263,2346.445,934928400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103103000.0,280000,0,2346.445,2351.16,0
1454,000016.SH,20231201.0,103104000,103104250.0,2365.9962,2362.6263,2346.445,934928400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103104000.0,0,0,2346.445,2351.16,0
1455,000016.SH,20231201.0,103106000,103106223.0,2365.9962,2362.6263,2347.304,935731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103106000.0,802600,0,2347.304,2351.16,0
1456,000016.SH,20231201.0,103109000,103109098.0,2365.9962,2362.6263,2347.7061,936181800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103109000.0,450800,0,2347.7061,2351.15,0
1457,000016.SH,20231201.0,103112000,103112092.0,2365.9962,2362.6263,2347.9786,936541200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103112000.0,359400,0,2347.9786,2351.15,0
1458,000016.SH,20231201.0,103115000,103115099.0,2365.9962,2362.6263,2347.4762,936796100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103115000.0,254900,0,2347.4762,2351.15,0
1459,000016.SH,20231201.0,103118000,103118092.0,2365.9962,2362.6263,2347.8952,936941600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103118000.0,145500,0,2347.8952,2351.15,0
1460,000016.SH,20231201.0,103121000,103121107.0,2365.9962,2362.6263,2347.9807,937087400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103121000.0,145800,0,2347.9807,2351.15,0
1461,000016.SH,20231201.0,103124000,103124098.0,2365.9962,2362.6263,2347.9117,937325900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103124000.0,238500,0,2347.9117,2351.15,0
1462,000016.SH,20231201.0,103127000,103127094.0,2365.9962,2362.6263,2347.8569,937526200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103127000.0,200300,0,2347.8569,2351.15,0
1463,000016.SH,20231201.0,103130000,103130094.0,2365.9962,2362.6263,2347.4009,938304300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103130000.0,778100,0,2347.4009,2351.15,0
1464,000016.SH,20231201.0,103133000,103133097.0,2365.9962,2362.6263,2347.7143,939338900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103133000.0,1034600,0,2347.7143,2351.14,0
1465,000016.SH,20231201.0,103134000,103134253.0,2365.9962,2362.6263,2347.7143,939338900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103134000.0,0,0,2347.7143,2351.14,0
1466,000016.SH,20231201.0,103136000,103136102.0,2365.9962,2362.6263,2347.9832,939601900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103136000.0,263000,0,2347.9832,2351.14,0
1467,000016.SH,20231201.0,103139000,103139101.0,2365.9962,2362.6263,2348.2169,940010600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103139000.0,408700,0,2348.2169,2351.14,0
1468,000016.SH,20231201.0,103142000,103142099.0,2365.9962,2362.6263,2348.0432,940317600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103142000.0,307000,0,2348.0432,2351.14,0
1469,000016.SH,20231201.0,103145000,103145098.0,2365.9962,2362.6263,2347.5811,940637500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103145000.0,319900,0,2347.5811,2351.14,0
1470,000016.SH,20231201.0,103148000,103148100.0,2365.9962,2362.6263,2347.7807,941159600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103148000.0,522100,0,2347.7807,2351.14,0
1471,000016.SH,20231201.0,103151000,103151099.0,2365.9962,2362.6263,2348.4251,942223000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103151000.0,1063400,0,2348.4251,2351.13,0
1472,000016.SH,20231201.0,103154000,103154096.0,2365.9962,2362.6263,2348.3988,944600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103154000.0,2377000,0,2348.3988,2351.13,0
1473,000016.SH,20231201.0,103157000,103157106.0,2365.9962,2362.6263,2348.345,944987500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103157000.0,387500,0,2348.345,2351.12,0
1474,000016.SH,20231201.0,103200000,103200104.0,2365.9962,2362.6263,2348.3975,945525200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103200000.0,537700,0,2348.3975,2351.12,0
1475,000016.SH,20231201.0,103203000,103203097.0,2365.9962,2362.6263,2348.4402,946009600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103203000.0,484400,0,2348.4402,2351.12,0
1476,000016.SH,20231201.0,103204000,103204252.0,2365.9962,2362.6263,2348.4402,946009600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103204000.0,0,0,2348.4402,2351.12,0
1477,000016.SH,20231201.0,103206000,103206103.0,2365.9962,2362.6263,2348.4951,946329200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103206000.0,319600,0,2348.4951,2351.12,0
1478,000016.SH,20231201.0,103209000,103209101.0,2365.9962,2362.6263,2348.2062,946769100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103209000.0,439900,0,2348.2062,2351.12,0
1479,000016.SH,20231201.0,103212000,103212102.0,2365.9962,2362.6263,2348.4224,947083800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103212000.0,314700,0,2348.4224,2351.12,0
1480,000016.SH,20231201.0,103215000,103215105.0,2365.9962,2362.6263,2348.3256,947298900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103215000.0,215100,0,2348.3256,2351.12,0
1481,000016.SH,20231201.0,103218000,103218099.0,2365.9962,2362.6263,2348.8548,948095100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103218000.0,796200,0,2348.8548,2351.12,0
1482,000016.SH,20231201.0,103221000,103221107.0,2365.9962,2362.6263,2348.8207,949057400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103221000.0,962300,0,2348.8207,2351.11,0
1483,000016.SH,20231201.0,103224000,103224094.0,2365.9962,2362.6263,2348.8158,950808700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103224000.0,1751300,0,2348.8158,2351.11,0
1484,000016.SH,20231201.0,103227000,103227106.0,2365.9962,2362.6263,2348.5893,956974500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103227000.0,6165800,0,2348.5893,2351.09,0
1485,000016.SH,20231201.0,103230000,103230101.0,2365.9962,2362.6263,2348.4905,957641000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103230000.0,666500,0,2348.4905,2351.09,0
1486,000016.SH,20231201.0,103233000,103233102.0,2365.9962,2362.6263,2348.6108,958529700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103233000.0,888700,0,2348.6108,2351.09,0
1487,000016.SH,20231201.0,103234000,103234252.0,2365.9962,2362.6263,2348.6108,958529700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103234000.0,0,0,2348.6108,2351.09,0
1488,000016.SH,20231201.0,103236000,103236129.0,2365.9962,2362.6263,2348.7295,958791600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103236000.0,261900,0,2348.7295,2351.09,0
1489,000016.SH,20231201.0,103239000,103239132.0,2365.9962,2362.6263,2348.6585,959106900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103239000.0,315300,0,2348.6585,2351.09,0
1490,000016.SH,20231201.0,103242000,103242130.0,2365.9962,2362.6263,2348.6298,959295100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103242000.0,188200,0,2348.6298,2351.09,0
1491,000016.SH,20231201.0,103245000,103245122.0,2365.9962,2362.6263,2348.719,959693200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103245000.0,398100,0,2348.719,2351.09,0
1492,000016.SH,20231201.0,103248000,103248121.0,2365.9962,2362.6263,2348.6845,959886200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103248000.0,193000,0,2348.6845,2351.09,0
1493,000016.SH,20231201.0,103251000,103251123.0,2365.9962,2362.6263,2349.0838,960085200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103251000.0,199000,0,2349.0838,2351.09,0
1494,000016.SH,20231201.0,103254000,103254129.0,2365.9962,2362.6263,2348.859,960342300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103254000.0,257100,0,2348.859,2351.08,0
1495,000016.SH,20231201.0,103257000,103257129.0,2365.9962,2362.6263,2348.718,960726100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103257000.0,383800,0,2348.718,2351.08,0
1496,000016.SH,20231201.0,103300000,103300119.0,2365.9962,2362.6263,2348.4301,961075500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103300000.0,349400,0,2348.4301,2351.08,0
1497,000016.SH,20231201.0,103303000,103303123.0,2365.9962,2362.6263,2348.588,961483100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103303000.0,407600,0,2348.588,2351.08,0
1498,000016.SH,20231201.0,103304000,103304243.0,2365.9962,2362.6263,2348.588,961483100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103304000.0,0,0,2348.588,2351.08,0
1499,000016.SH,20231201.0,103306000,103306122.0,2365.9962,2362.6263,2348.683,961692400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103306000.0,209300,0,2348.683,2351.08,0
1500,000016.SH,20231201.0,103309000,103309129.0,2365.9962,2362.6263,2348.6563,963826500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103309000.0,2134100,0,2348.6563,2351.08,0
1501,000016.SH,20231201.0,103312000,103312120.0,2365.9962,2362.6263,2348.7404,963982900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103312000.0,156400,0,2348.7404,2351.08,0
1502,000016.SH,20231201.0,103315000,103315120.0,2365.9962,2362.6263,2348.606,965327900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103315000.0,1345000,0,2348.606,2351.07,0
1503,000016.SH,20231201.0,103318000,103318124.0,2365.9962,2362.6263,2348.6618,965561100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103318000.0,233200,0,2348.6618,2351.07,0
1504,000016.SH,20231201.0,103321000,103321124.0,2365.9962,2362.6263,2348.5034,965879100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103321000.0,318000,0,2348.5034,2351.07,0
1505,000016.SH,20231201.0,103324000,103324127.0,2365.9962,2362.6263,2348.3874,966259200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103324000.0,380100,0,2348.3874,2351.07,0
1506,000016.SH,20231201.0,103327000,103327120.0,2365.9962,2362.6263,2348.4567,966767400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103327000.0,508200,0,2348.4567,2351.07,0
1507,000016.SH,20231201.0,103330000,103330125.0,2365.9962,2362.6263,2348.3098,966938000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103330000.0,170600,0,2348.3098,2351.07,0
1508,000016.SH,20231201.0,103333000,103333125.0,2365.9962,2362.6263,2348.3901,967255600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103333000.0,317600,0,2348.3901,2351.07,0
1509,000016.SH,20231201.0,103334000,103334251.0,2365.9962,2362.6263,2348.3901,967255600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103334000.0,0,0,2348.3901,2351.07,0
1510,000016.SH,20231201.0,103336000,103336123.0,2365.9962,2362.6263,2348.2404,967447200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103336000.0,191600,0,2348.2404,2351.07,0
1511,000016.SH,20231201.0,103339000,103339123.0,2365.9962,2362.6263,2348.2578,967574000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103339000.0,126800,0,2348.2578,2351.07,0
1512,000016.SH,20231201.0,103342000,103342117.0,2365.9962,2362.6263,2348.2223,967759500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103342000.0,185500,0,2348.2223,2351.07,0
1513,000016.SH,20231201.0,103345000,103345120.0,2365.9962,2362.6263,2347.8838,967923500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103345000.0,164000,0,2347.8838,2351.07,0
1514,000016.SH,20231201.0,103348000,103348121.0,2365.9962,2362.6263,2348.0923,968166500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103348000.0,243000,0,2348.0923,2351.06,0
1515,000016.SH,20231201.0,103351000,103351120.0,2365.9962,2362.6263,2348.2181,968384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103351000.0,217500,0,2348.2181,2351.06,0
1516,000016.SH,20231201.0,103354000,103354124.0,2365.9962,2362.6263,2348.3738,968517000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103354000.0,133000,0,2348.3738,2351.06,0
1517,000016.SH,20231201.0,103357000,103357127.0,2365.9962,2362.6263,2348.0645,968976100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103357000.0,459100,0,2348.0645,2351.06,0
1518,000016.SH,20231201.0,103400000,103400132.0,2365.9962,2362.6263,2348.0514,969270900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103400000.0,294800,0,2348.0514,2351.06,0
1519,000016.SH,20231201.0,103403000,103403124.0,2365.9962,2362.6263,2347.8231,969618600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103403000.0,347700,0,2347.8231,2351.06,0
1520,000016.SH,20231201.0,103404000,103404254.0,2365.9962,2362.6263,2347.8231,969618600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103404000.0,0,0,2347.8231,2351.06,0
1521,000016.SH,20231201.0,103406000,103406125.0,2365.9962,2362.6263,2348.1479,969833700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103406000.0,215100,0,2348.1479,2351.06,0
1522,000016.SH,20231201.0,103409000,103409122.0,2365.9962,2362.6263,2348.196,969941400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103409000.0,107700,0,2348.196,2351.06,0
1523,000016.SH,20231201.0,103412000,103412125.0,2365.9962,2362.6263,2348.1033,970152500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103412000.0,211100,0,2348.1033,2351.06,0
1524,000016.SH,20231201.0,103415000,103415126.0,2365.9962,2362.6263,2348.11,970309300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103415000.0,156800,0,2348.11,2351.06,0
1525,000016.SH,20231201.0,103418000,103418155.0,2365.9962,2362.6263,2348.1354,970674900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103418000.0,365600,0,2348.1354,2351.06,0
1526,000016.SH,20231201.0,103421000,103421154.0,2365.9962,2362.6263,2348.13,970863500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103421000.0,188600,0,2348.13,2351.06,0
1527,000016.SH,20231201.0,103424000,103424162.0,2365.9962,2362.6263,2348.4525,971123600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103424000.0,260100,0,2348.4525,2351.06,0
1528,000016.SH,20231201.0,103427000,103427149.0,2365.9962,2362.6263,2348.0175,971459000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103427000.0,335400,0,2348.0175,2351.05,0
1529,000016.SH,20231201.0,103430000,103430156.0,2365.9962,2362.6263,2348.0408,971697900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103430000.0,238900,0,2348.0408,2351.05,0
1530,000016.SH,20231201.0,103433000,103433149.0,2365.9962,2362.6263,2348.4805,972120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103433000.0,422100,0,2348.4805,2351.05,0
1531,000016.SH,20231201.0,103434000,103434257.0,2365.9962,2362.6263,2348.4805,972120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103434000.0,0,0,2348.4805,2351.05,0
1532,000016.SH,20231201.0,103436000,103436162.0,2365.9962,2362.6263,2348.251,972349100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103436000.0,229100,0,2348.251,2351.05,0
1533,000016.SH,20231201.0,103439000,103439160.0,2365.9962,2362.6263,2348.4727,972553100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103439000.0,204000,0,2348.4727,2351.05,0
1534,000016.SH,20231201.0,103442000,103442154.0,2365.9962,2362.6263,2347.9993,972811100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103442000.0,258000,0,2347.9993,2351.05,0
1535,000016.SH,20231201.0,103445000,103445149.0,2365.9962,2362.6263,2348.2471,973281300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103445000.0,470200,0,2348.2471,2351.05,0
1536,000016.SH,20231201.0,103448000,103448156.0,2365.9962,2362.6263,2348.3086,973547600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103448000.0,266300,0,2348.3086,2351.05,0
1537,000016.SH,20231201.0,103451000,103451151.0,2365.9962,2362.6263,2347.981,973887600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103451000.0,340000,0,2347.981,2351.05,0
1538,000016.SH,20231201.0,103454000,103454162.0,2365.9962,2362.6263,2347.9635,974123700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103454000.0,236100,0,2347.9635,2351.05,0
1539,000016.SH,20231201.0,103457000,103457149.0,2365.9962,2362.6263,2347.5858,974473000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103457000.0,349300,0,2347.5858,2351.05,0
1540,000016.SH,20231201.0,103500000,103500169.0,2365.9962,2362.6263,2347.6586,974698300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,103500000.0,225300,0,2347.6586,2351.04,0
