,level_0,index,time,Unnamed: 0,symbol,date,recv_time,prev_close,open,last_prc,volume,high_limited,low_limited,ask_prc1,bid_prc1,ask_vol1,bid_vol1,fill,index_Resource,Time,t_volume,outlier,middle,acc_weight_price,stop
32,32,32,92636000,36,000016.SH,20231201.0,92636171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92636000.0,0,0,0.0,0.0,0
33,33,33,92639000,37,000016.SH,20231201.0,92639183.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92639000.0,0,0,0.0,0.0,0
34,34,34,92642000,38,000016.SH,20231201.0,92642180.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92642000.0,0,0,0.0,0.0,0
35,35,35,92645000,39,000016.SH,20231201.0,92645175.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92645000.0,0,0,0.0,0.0,0
36,36,36,92648000,40,000016.SH,20231201.0,92648183.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92648000.0,0,0,0.0,0.0,0
37,37,37,92651000,41,000016.SH,20231201.0,92651179.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92651000.0,0,0,0.0,0.0,0
38,38,38,92654000,42,000016.SH,20231201.0,92654178.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92654000.0,0,0,0.0,0.0,0
39,39,39,92657000,43,000016.SH,20231201.0,92657172.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92657000.0,0,0,0.0,0.0,0
40,40,40,92700000,44,000016.SH,20231201.0,92700176.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92700000.0,0,0,0.0,0.0,0
41,41,41,92703000,45,000016.SH,20231201.0,92703171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92703000.0,0,0,0.0,0.0,0
42,42,42,92706000,47,000016.SH,20231201.0,92706171.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92706000.0,0,0,0.0,0.0,0
43,43,43,92709000,48,000016.SH,20231201.0,92709177.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92709000.0,0,0,0.0,0.0,0
44,44,44,92712000,49,000016.SH,20231201.0,92712176.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92712000.0,0,0,0.0,0.0,0
45,45,45,92715000,50,000016.SH,20231201.0,92715193.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92715000.0,0,0,0.0,0.0,0
46,46,46,92718000,51,000016.SH,20231201.0,92718176.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92718000.0,0,0,0.0,0.0,0
47,47,47,92721000,52,000016.SH,20231201.0,92721189.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92721000.0,0,0,0.0,0.0,0
48,48,48,92724000,53,000016.SH,20231201.0,92724177.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92724000.0,0,0,0.0,0.0,0
49,49,49,92727000,54,000016.SH,20231201.0,92727187.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92727000.0,0,0,0.0,0.0,0
50,50,50,92730000,55,000016.SH,20231201.0,92730189.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92730000.0,0,0,0.0,0.0,0
51,51,51,92733000,56,000016.SH,20231201.0,92733188.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92733000.0,0,0,0.0,0.0,0
52,52,52,92736000,58,000016.SH,20231201.0,92736175.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92736000.0,0,0,0.0,0.0,0
53,53,53,92739000,59,000016.SH,20231201.0,92739178.0,2365.9962,2362.6263,2362.6263,11315400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,92739000.0,0,0,0.0,0.0,0
