,level_0,index,time,Unnamed: 0,symbol,date,recv_time,prev_close,open,last_prc,volume,high_limited,low_limited,ask_prc1,bid_prc1,ask_vol1,bid_vol1,fill,index_Resource,Time,t_volume,outlier,middle,acc_weight_price,stop
955,955,955,101245000,1051,000016.SH,20231201.0,101245122.0,2365.9962,2362.6263,2349.4504,783214400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101245000.0,254400,0,2349.4504,2351.92,0
956,956,956,101248000,1052,000016.SH,20231201.0,101248120.0,2365.9962,2362.6263,2349.5404,784273400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101248000.0,1059000,0,2349.5404,2351.92,0
957,957,957,101251000,1053,000016.SH,20231201.0,101251123.0,2365.9962,2362.6263,2349.079,784909200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101251000.0,635800,0,2349.079,2351.92,0
958,958,958,101254000,1054,000016.SH,20231201.0,101254122.0,2365.9962,2362.6263,2349.2893,785303500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101254000.0,394300,0,2349.2893,2351.92,0
959,959,959,101257000,1055,000016.SH,20231201.0,101257121.0,2365.9962,2362.6263,2349.3394,785699000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101257000.0,395500,0,2349.3394,2351.92,0
960,960,960,101300000,1056,000016.SH,20231201.0,101300122.0,2365.9962,2362.6263,2349.2077,786132100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101300000.0,433100,0,2349.2077,2351.92,0
961,961,961,101303000,1057,000016.SH,20231201.0,101303129.0,2365.9962,2362.6263,2349.1046,786452400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101303000.0,320300,0,2349.1046,2351.91,0
962,962,962,101306000,1059,000016.SH,20231201.0,101306123.0,2365.9962,2362.6263,2349.4102,786736500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101306000.0,284100,0,2349.4102,2351.91,0
963,963,963,101309000,1060,000016.SH,20231201.0,101309121.0,2365.9962,2362.6263,2349.3094,787029100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101309000.0,292600,0,2349.3094,2351.91,0
964,964,964,101312000,1061,000016.SH,20231201.0,101312121.0,2365.9962,2362.6263,2349.2238,787528600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101312000.0,499500,0,2349.2238,2351.91,0
965,965,965,101315000,1062,000016.SH,20231201.0,101315130.0,2365.9962,2362.6263,2349.5741,788164500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101315000.0,635900,0,2349.5741,2351.91,0
966,966,966,101318000,1063,000016.SH,20231201.0,101318121.0,2365.9962,2362.6263,2349.3442,788448500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101318000.0,284000,0,2349.3442,2351.91,0
967,967,967,101321000,1064,000016.SH,20231201.0,101321124.0,2365.9962,2362.6263,2349.386,789519300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101321000.0,1070800,0,2349.386,2351.9,0
968,968,968,101324000,1065,000016.SH,20231201.0,101324122.0,2365.9962,2362.6263,2349.5388,789808800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101324000.0,289500,0,2349.5388,2351.9,0
969,969,969,101327000,1066,000016.SH,20231201.0,101327120.0,2365.9962,2362.6263,2349.3034,790296300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101327000.0,487500,0,2349.3034,2351.9,0
970,970,970,101330000,1067,000016.SH,20231201.0,101330121.0,2365.9962,2362.6263,2349.4379,790552300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101330000.0,256000,0,2349.4379,2351.9,0
971,971,971,101333000,1068,000016.SH,20231201.0,101333131.0,2365.9962,2362.6263,2349.2251,790882100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101333000.0,329800,0,2349.2251,2351.9,0
972,972,972,101336000,1070,000016.SH,20231201.0,101336128.0,2365.9962,2362.6263,2349.1971,791644100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101336000.0,762000,0,2349.1971,2351.9,0
973,973,973,101339000,1071,000016.SH,20231201.0,101339128.0,2365.9962,2362.6263,2349.7806,791955200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101339000.0,311100,0,2349.7806,2351.9,0
974,974,974,101342000,1072,000016.SH,20231201.0,101342131.0,2365.9962,2362.6263,2349.4664,792558900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101342000.0,603700,0,2349.4664,2351.89,0
975,975,975,101345000,1073,000016.SH,20231201.0,101345112.0,2365.9962,2362.6263,2349.1804,792808000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101345000.0,249100,0,2349.1804,2351.89,0
976,976,976,101348000,1074,000016.SH,20231201.0,101348120.0,2365.9962,2362.6263,2349.7551,793174900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101348000.0,366900,0,2349.7551,2351.89,0
977,977,977,101351000,1075,000016.SH,20231201.0,101351120.0,2365.9962,2362.6263,2349.9397,793730700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101351000.0,555800,0,2349.9397,2351.89,0
978,978,978,101354000,1076,000016.SH,20231201.0,101354120.0,2365.9962,2362.6263,2349.947,794611300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101354000.0,880600,0,2349.947,2351.89,0
979,979,979,101357000,1077,000016.SH,20231201.0,101357124.0,2365.9962,2362.6263,2350.0343,795080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101357000.0,468700,0,2350.0343,2351.89,0
980,980,980,101400000,1078,000016.SH,20231201.0,101400117.0,2365.9962,2362.6263,2349.9181,795309700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101400000.0,229700,0,2349.9181,2351.89,0
981,981,981,101403000,1079,000016.SH,20231201.0,101403115.0,2365.9962,2362.6263,2350.2311,795598800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101403000.0,289100,0,2350.2311,2351.89,0
982,982,982,101406000,1081,000016.SH,20231201.0,101406121.0,2365.9962,2362.6263,2350.037,795886100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101406000.0,287300,0,2350.037,2351.89,0
983,983,983,101409000,1082,000016.SH,20231201.0,101409119.0,2365.9962,2362.6263,2349.753,797096100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101409000.0,1210000,0,2349.753,2351.88,0
984,984,984,101412000,1083,000016.SH,20231201.0,101412122.0,2365.9962,2362.6263,2349.9138,797445500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101412000.0,349400,0,2349.9138,2351.88,0
985,985,985,101415000,1084,000016.SH,20231201.0,101415126.0,2365.9962,2362.6263,2349.7699,797641700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101415000.0,196200,0,2349.7699,2351.88,0
986,986,986,101418000,1085,000016.SH,20231201.0,101418124.0,2365.9962,2362.6263,2350.1532,798009500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101418000.0,367800,0,2350.1532,2351.88,0
987,987,987,101421000,1086,000016.SH,20231201.0,101421118.0,2365.9962,2362.6263,2350.1673,798445500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101421000.0,436000,0,2350.1673,2351.88,0
988,988,988,101424000,1087,000016.SH,20231201.0,101424133.0,2365.9962,2362.6263,2350.0517,798665200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101424000.0,219700,0,2350.0517,2351.88,0
989,989,989,101427000,1088,000016.SH,20231201.0,101427114.0,2365.9962,2362.6263,2350.3432,798946600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101427000.0,281400,0,2350.3432,2351.88,0
990,990,990,101430000,1089,000016.SH,20231201.0,101430121.0,2365.9962,2362.6263,2350.1514,799186100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101430000.0,239500,0,2350.1514,2351.88,0
991,991,991,101433000,1090,000016.SH,20231201.0,101433112.0,2365.9962,2362.6263,2349.9274,799400300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101433000.0,214200,0,2349.9274,2351.88,0
992,992,992,101436000,1092,000016.SH,20231201.0,101436125.0,2365.9962,2362.6263,2349.912,799721300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101436000.0,321000,0,2349.912,2351.88,0
993,993,993,101439000,1093,000016.SH,20231201.0,101439119.0,2365.9962,2362.6263,2349.6698,801131200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101439000.0,1409900,0,2349.6698,2351.87,0
994,994,994,101442000,1094,000016.SH,20231201.0,101442125.0,2365.9962,2362.6263,2349.3878,801881500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101442000.0,750300,0,2349.3878,2351.87,0
995,995,995,101445000,1095,000016.SH,20231201.0,101445122.0,2365.9962,2362.6263,2349.4166,802221700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101445000.0,340200,0,2349.4166,2351.87,0
996,996,996,101448000,1096,000016.SH,20231201.0,101448119.0,2365.9962,2362.6263,2349.0273,802465000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101448000.0,243300,0,2349.0273,2351.87,0
997,997,997,101451000,1097,000016.SH,20231201.0,101451121.0,2365.9962,2362.6263,2349.3497,802760600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101451000.0,295600,0,2349.3497,2351.87,0
998,998,998,101454000,1098,000016.SH,20231201.0,101454122.0,2365.9962,2362.6263,2349.3313,802895200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101454000.0,134600,0,2349.3313,2351.87,0
999,999,999,101457000,1099,000016.SH,20231201.0,101457121.0,2365.9962,2362.6263,2348.7177,803351600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101457000.0,456400,0,2348.7177,2351.87,0
1000,1000,1000,101500000,1100,000016.SH,20231201.0,101500121.0,2365.9962,2362.6263,2348.9609,803560900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101500000.0,209300,0,2348.9609,2351.87,0
1001,1001,1001,101503000,1101,000016.SH,20231201.0,101503124.0,2365.9962,2362.6263,2349.2375,803861300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101503000.0,300400,0,2349.2375,2351.86,0
1002,1002,1002,101506000,1103,000016.SH,20231201.0,101506121.0,2365.9962,2362.6263,2349.0028,805178800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101506000.0,1317500,0,2349.0028,2351.86,0
1003,1003,1003,101509000,1104,000016.SH,20231201.0,101509127.0,2365.9962,2362.6263,2348.9364,805945700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101509000.0,766900,0,2348.9364,2351.86,0
1004,1004,1004,101512000,1105,000016.SH,20231201.0,101512121.0,2365.9962,2362.6263,2348.6427,806237600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101512000.0,291900,0,2348.6427,2351.86,0
1005,1005,1005,101515000,1106,000016.SH,20231201.0,101515118.0,2365.9962,2362.6263,2349.0302,806659700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101515000.0,422100,0,2349.0302,2351.85,0
1006,1006,1006,101518000,1107,000016.SH,20231201.0,101518119.0,2365.9962,2362.6263,2348.6756,807045800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101518000.0,386100,0,2348.6756,2351.85,0
1007,1007,1007,101521000,1108,000016.SH,20231201.0,101521118.0,2365.9962,2362.6263,2348.3519,807870600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101521000.0,824800,0,2348.3519,2351.85,0
1008,1008,1008,101524000,1109,000016.SH,20231201.0,101524120.0,2365.9962,2362.6263,2348.3854,808504700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101524000.0,634100,0,2348.3854,2351.85,0
1009,1009,1009,101527000,1110,000016.SH,20231201.0,101527129.0,2365.9962,2362.6263,2348.197,808892600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101527000.0,387900,0,2348.197,2351.84,0
1010,1010,1010,101530000,1111,000016.SH,20231201.0,101530128.0,2365.9962,2362.6263,2347.7078,809270100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101530000.0,377500,0,2347.7078,2351.84,0
1011,1011,1011,101533000,1112,000016.SH,20231201.0,101533115.0,2365.9962,2362.6263,2348.1694,810250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101533000.0,979900,0,2348.1694,2351.84,0
1012,1012,1012,101536000,1114,000016.SH,20231201.0,101536126.0,2365.9962,2362.6263,2347.533,810946700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101536000.0,696700,0,2347.533,2351.83,0
1013,1013,1013,101539000,1115,000016.SH,20231201.0,101539127.0,2365.9962,2362.6263,2347.5534,811461900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101539000.0,515200,0,2347.5534,2351.83,0
1014,1014,1014,101542000,1116,000016.SH,20231201.0,101542122.0,2365.9962,2362.6263,2347.6481,816606100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101542000.0,5144200,0,2347.6481,2351.81,0
1015,1015,1015,101545000,1117,000016.SH,20231201.0,101545122.0,2365.9962,2362.6263,2347.5839,817493100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101545000.0,887000,0,2347.5839,2351.8,0
1016,1016,1016,101548000,1118,000016.SH,20231201.0,101548131.0,2365.9962,2362.6263,2347.3466,817891900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101548000.0,398800,0,2347.3466,2351.8,0
1017,1017,1017,101551000,1119,000016.SH,20231201.0,101551120.0,2365.9962,2362.6263,2347.2703,818237500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101551000.0,345600,0,2347.2703,2351.8,0
1018,1018,1018,101554000,1120,000016.SH,20231201.0,101554159.0,2365.9962,2362.6263,2347.4819,818523600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101554000.0,286100,0,2347.4819,2351.8,0
1019,1019,1019,101557000,1121,000016.SH,20231201.0,101557157.0,2365.9962,2362.6263,2347.0838,818932000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101557000.0,408400,0,2347.0838,2351.79,0
1020,1020,1020,101600000,1122,000016.SH,20231201.0,101600161.0,2365.9962,2362.6263,2347.3111,819348600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101600000.0,416600,0,2347.3111,2351.79,0
1021,1021,1021,101603000,1123,000016.SH,20231201.0,101603158.0,2365.9962,2362.6263,2347.1091,819515800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101603000.0,167200,0,2347.1091,2351.79,0
1022,1022,1022,101606000,1125,000016.SH,20231201.0,101606153.0,2365.9962,2362.6263,2346.7208,819867000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101606000.0,351200,0,2346.7208,2351.79,0
1023,1023,1023,101609000,1126,000016.SH,20231201.0,101609152.0,2365.9962,2362.6263,2346.9536,820286600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101609000.0,419600,0,2346.9536,2351.78,0
1024,1024,1024,101612000,1127,000016.SH,20231201.0,101612152.0,2365.9962,2362.6263,2346.8813,821433100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101612000.0,1146500,0,2346.8813,2351.78,0
1025,1025,1025,101615000,1128,000016.SH,20231201.0,101615161.0,2365.9962,2362.6263,2346.8728,821787100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101615000.0,354000,0,2346.8728,2351.78,0
1026,1026,1026,101618000,1129,000016.SH,20231201.0,101618151.0,2365.9962,2362.6263,2346.8656,822051700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101618000.0,264600,0,2346.8656,2351.77,0
1027,1027,1027,101621000,1130,000016.SH,20231201.0,101621157.0,2365.9962,2362.6263,2346.8145,822498800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101621000.0,447100,0,2346.8145,2351.77,0
1028,1028,1028,101624000,1131,000016.SH,20231201.0,101624154.0,2365.9962,2362.6263,2346.7439,822798000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101624000.0,299200,0,2346.7439,2351.77,0
1029,1029,1029,101627000,1132,000016.SH,20231201.0,101627153.0,2365.9962,2362.6263,2347.2498,823192700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101627000.0,394700,0,2347.2498,2351.77,0
1030,1030,1030,101630000,1133,000016.SH,20231201.0,101630170.0,2365.9962,2362.6263,2346.9574,823536900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101630000.0,344200,0,2346.9574,2351.77,0
1031,1031,1031,101633000,1134,000016.SH,20231201.0,101633151.0,2365.9962,2362.6263,2347.2914,823773700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101633000.0,236800,0,2347.2914,2351.76,0
1032,1032,1032,101636000,1136,000016.SH,20231201.0,101636159.0,2365.9962,2362.6263,2347.1815,824025000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101636000.0,251300,0,2347.1815,2351.76,0
1033,1033,1033,101639000,1137,000016.SH,20231201.0,101639160.0,2365.9962,2362.6263,2347.4081,824429600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101639000.0,404600,0,2347.4081,2351.76,0
1034,1034,1034,101642000,1138,000016.SH,20231201.0,101642159.0,2365.9962,2362.6263,2347.2258,824791500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101642000.0,361900,0,2347.2258,2351.76,0
1035,1035,1035,101645000,1139,000016.SH,20231201.0,101645152.0,2365.9962,2362.6263,2347.7351,824991300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101645000.0,199800,0,2347.7351,2351.76,0
1036,1036,1036,101648000,1140,000016.SH,20231201.0,101648154.0,2365.9962,2362.6263,2347.1716,825436700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101648000.0,445400,0,2347.1716,2351.76,0
1037,1037,1037,101651000,1141,000016.SH,20231201.0,101651151.0,2365.9962,2362.6263,2347.4194,826218900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101651000.0,782200,0,2347.4194,2351.75,0
1038,1038,1038,101654000,1142,000016.SH,20231201.0,101654151.0,2365.9962,2362.6263,2347.023,826693700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101654000.0,474800,0,2347.023,2351.75,0
1039,1039,1039,101657000,1143,000016.SH,20231201.0,101657152.0,2365.9962,2362.6263,2347.3274,827309000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101657000.0,615300,0,2347.3274,2351.75,0
1040,1040,1040,101700000,1144,000016.SH,20231201.0,101700163.0,2365.9962,2362.6263,2347.3417,827885400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101700000.0,576400,0,2347.3417,2351.74,0
1041,1041,1041,101703000,1145,000016.SH,20231201.0,101703158.0,2365.9962,2362.6263,2347.1087,828385600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101703000.0,500200,0,2347.1087,2351.74,0
1042,1042,1042,101706000,1147,000016.SH,20231201.0,101706159.0,2365.9962,2362.6263,2347.2213,828608700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101706000.0,223100,0,2347.2213,2351.74,0
1043,1043,1043,101709000,1148,000016.SH,20231201.0,101709156.0,2365.9962,2362.6263,2347.0108,829349800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101709000.0,741100,0,2347.0108,2351.73,0
1044,1044,1044,101712000,1149,000016.SH,20231201.0,101712155.0,2365.9962,2362.6263,2347.031,829766800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101712000.0,417000,0,2347.031,2351.73,0
1045,1045,1045,101715000,1150,000016.SH,20231201.0,101715156.0,2365.9962,2362.6263,2346.8682,830068400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101715000.0,301600,0,2346.8682,2351.73,0
1046,1046,1046,101718000,1151,000016.SH,20231201.0,101718163.0,2365.9962,2362.6263,2347.3811,830375500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101718000.0,307100,0,2347.3811,2351.73,0
1047,1047,1047,101721000,1152,000016.SH,20231201.0,101721157.0,2365.9962,2362.6263,2347.0737,830646200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101721000.0,270700,0,2347.0737,2351.73,0
1048,1048,1048,101724000,1153,000016.SH,20231201.0,101724157.0,2365.9962,2362.6263,2347.2716,830893300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101724000.0,247100,0,2347.2716,2351.73,0
1049,1049,1049,101727000,1154,000016.SH,20231201.0,101727156.0,2365.9962,2362.6263,2347.4185,831119800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101727000.0,226500,0,2347.4185,2351.72,0
1050,1050,1050,101730000,1155,000016.SH,20231201.0,101730174.0,2365.9962,2362.6263,2347.3634,831403200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101730000.0,283400,0,2347.3634,2351.72,0
1051,1051,1051,101733000,1156,000016.SH,20231201.0,101733174.0,2365.9962,2362.6263,2347.3675,831599400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101733000.0,196200,0,2347.3675,2351.72,0
1052,1052,1052,101736000,1158,000016.SH,20231201.0,101736178.0,2365.9962,2362.6263,2346.9303,831915600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101736000.0,316200,0,2346.9303,2351.72,0
1053,1053,1053,101739000,1159,000016.SH,20231201.0,101739173.0,2365.9962,2362.6263,2347.2025,832153100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101739000.0,237500,0,2347.2025,2351.72,0
1054,1054,1054,101742000,1160,000016.SH,20231201.0,101742178.0,2365.9962,2362.6263,2347.0119,832592400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101742000.0,439300,0,2347.0119,2351.72,0
1055,1055,1055,101745000,1161,000016.SH,20231201.0,101745178.0,2365.9962,2362.6263,2347.2107,832826900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101745000.0,234500,0,2347.2107,2351.71,0
1056,1056,1056,101748000,1162,000016.SH,20231201.0,101748181.0,2365.9962,2362.6263,2347.075,833251100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101748000.0,424200,0,2347.075,2351.71,0
1057,1057,1057,101751000,1163,000016.SH,20231201.0,101751173.0,2365.9962,2362.6263,2348.4819,834051400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101751000.0,800300,0,2348.4819,2351.71,0
1058,1058,1058,101754000,1164,000016.SH,20231201.0,101754174.0,2365.9962,2362.6263,2348.1613,834790600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101754000.0,739200,0,2348.1613,2351.71,0
1059,1059,1059,101757000,1165,000016.SH,20231201.0,101757177.0,2365.9962,2362.6263,2347.8067,835109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101757000.0,318400,0,2347.8067,2351.7,0
1060,1060,1060,101800000,1166,000016.SH,20231201.0,101800177.0,2365.9962,2362.6263,2348.2061,835333900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101800000.0,224900,0,2348.2061,2351.7,0
1061,1061,1061,101803000,1167,000016.SH,20231201.0,101803181.0,2365.9962,2362.6263,2347.9946,835589100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101803000.0,255200,0,2347.9946,2351.7,0
1062,1062,1062,101806000,1169,000016.SH,20231201.0,101806181.0,2365.9962,2362.6263,2347.7818,835859600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101806000.0,270500,0,2347.7818,2351.7,0
1063,1063,1063,101809000,1170,000016.SH,20231201.0,101809181.0,2365.9962,2362.6263,2348.7913,836497300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101809000.0,637700,0,2348.7913,2351.7,0
1064,1064,1064,101812000,1171,000016.SH,20231201.0,101812174.0,2365.9962,2362.6263,2348.6416,836963000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101812000.0,465700,0,2348.6416,2351.7,0
1065,1065,1065,101815000,1172,000016.SH,20231201.0,101815187.0,2365.9962,2362.6263,2348.7677,837416300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101815000.0,453300,0,2348.7677,2351.7,0
1066,1066,1066,101818000,1173,000016.SH,20231201.0,101818181.0,2365.9962,2362.6263,2348.8093,837661500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101818000.0,245200,0,2348.8093,2351.7,0
1067,1067,1067,101821000,1174,000016.SH,20231201.0,101821178.0,2365.9962,2362.6263,2348.3561,838277200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101821000.0,615700,0,2348.3561,2351.69,0
1068,1068,1068,101824000,1175,000016.SH,20231201.0,101824182.0,2365.9962,2362.6263,2348.0816,838747400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101824000.0,470200,0,2348.0816,2351.69,0
1069,1069,1069,101827000,1176,000016.SH,20231201.0,101827180.0,2365.9962,2362.6263,2348.291,839023700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101827000.0,276300,0,2348.291,2351.69,0
1070,1070,1070,101830000,1177,000016.SH,20231201.0,101830182.0,2365.9962,2362.6263,2348.2648,839274900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101830000.0,251200,0,2348.2648,2351.69,0
1071,1071,1071,101833000,1178,000016.SH,20231201.0,101833181.0,2365.9962,2362.6263,2349.1657,839494700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101833000.0,219800,0,2349.1657,2351.69,0
1072,1072,1072,101836000,1180,000016.SH,20231201.0,101836178.0,2365.9962,2362.6263,2349.1945,839718000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101836000.0,223300,0,2349.1945,2351.69,0
1073,1073,1073,101839000,1181,000016.SH,20231201.0,101839185.0,2365.9962,2362.6263,2349.1554,840485200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101839000.0,767200,0,2349.1554,2351.68,0
1074,1074,1074,101842000,1182,000016.SH,20231201.0,101842179.0,2365.9962,2362.6263,2349.1118,840788000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101842000.0,302800,0,2349.1118,2351.68,0
1075,1075,1075,101845000,1183,000016.SH,20231201.0,101845182.0,2365.9962,2362.6263,2348.5281,841255600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101845000.0,467600,0,2348.5281,2351.68,0
1076,1076,1076,101848000,1184,000016.SH,20231201.0,101848183.0,2365.9962,2362.6263,2348.3009,841478600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101848000.0,223000,0,2348.3009,2351.68,0
1077,1077,1077,101851000,1185,000016.SH,20231201.0,101851179.0,2365.9962,2362.6263,2348.5572,842000200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101851000.0,521600,0,2348.5572,2351.68,0
1078,1078,1078,101854000,1186,000016.SH,20231201.0,101854176.0,2365.9962,2362.6263,2348.3392,842670400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101854000.0,670200,0,2348.3392,2351.68,0
1079,1079,1079,101857000,1187,000016.SH,20231201.0,101857181.0,2365.9962,2362.6263,2348.2351,842848900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101857000.0,178500,0,2348.2351,2351.68,0
1080,1080,1080,101900000,1188,000016.SH,20231201.0,101900179.0,2365.9962,2362.6263,2348.3064,843062400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101900000.0,213500,0,2348.3064,2351.68,0
1081,1081,1081,101903000,1189,000016.SH,20231201.0,101903183.0,2365.9962,2362.6263,2348.4975,843233100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,self,101903000.0,170700,0,2348.4975,2351.67,0
